"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: size"
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:cpu_core/instructions/","sample",1,1,1446.678679,NaN,"#/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:gc.alloc.rate","sample",1,5,1090.242516,13.848757,"MB/sec",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:gc.alloc.rate.norm","sample",1,5,80.006132,0.002125,"B/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:gc.count","sample",1,5,4.000000,NaN,"counts",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:gc.time","sample",1,5,9.000000,NaN,"ms",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.00","sample",1,1,66.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.50","sample",1,1,89.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.90","sample",1,1,101.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.95","sample",1,1,106.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.99","sample",1,1,126.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.999","sample",1,1,398.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p0.9999","sample",1,1,12898.944000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:p1.00","sample",1,1,113664.000000,NaN,"ns/op",10000
"chaos.tree.benchmark.binary.InsertDeleteBenchmark.treapInsertDelete:perf","sample",1,1,NaN,NaN,"---",10000
